x,y
0.0018761157989501953,8.034266e-06
0.1256422996520996,8.034266e-06
0.25006675720214844,8.034266e-06
0.3886394500732422,8.034266e-06
0.5129773616790771,8.034266e-06
0.6373374462127686,8.034266e-06
0.7620902061462402,8.034266e-06
0.8867087364196777,8.448841e-06
1.0532386302947998,8.448841e-06
1.1767163276672363,8.448841e-06
1.301105260848999,8.448841e-06
1.441622018814087,8.448841e-06
1.566072702407837,8.448841e-06
1.6904830932617188,8.448841e-06
1.8150479793548584,8.448841e-06
1.9397234916687012,8.880552e-06
2.1066274642944336,8.880552e-06
2.231309413909912,8.880552e-06
2.3557963371276855,8.880552e-06
2.4951798915863037,8.880552e-06
2.619551181793213,8.880552e-06
2.744258165359497,8.880552e-06
2.868328094482422,8.530196e-06
3.0101253986358643,8.530196e-06
3.134613037109375,8.530196e-06
3.2591068744659424,8.530196e-06
3.3983914852142334,8.530196e-06
3.5227935314178467,8.530196e-06
3.646975517272949,8.530196e-06
3.771542549133301,8.530196e-06
3.8960649967193604,7.913069e-06
4.062968969345093,7.913069e-06
4.1874189376831055,7.913069e-06
4.311711072921753,7.913069e-06
4.451406478881836,7.913069e-06
4.576189994812012,7.913069e-06
4.700608730316162,7.913069e-06
4.824994802474976,8.130386e-06
4.966293811798096,8.130386e-06
5.090924263000488,8.130386e-06
5.215471506118774,8.130386e-06
5.354916095733643,8.130386e-06
5.479460716247559,8.130386e-06
5.604275703430176,8.130386e-06
5.728685617446899,8.130386e-06
5.853290319442749,8.06561e-06
6.020631313323975,8.06561e-06
6.1451640129089355,8.06561e-06
6.269616603851318,8.06561e-06
6.4092864990234375,8.06561e-06
6.533854961395264,8.06561e-06
6.658343553543091,8.06561e-06
6.783294677734375,8.06561e-06
6.907805442810059,8.061013e-06
7.074703693389893,8.061013e-06
7.199298858642578,8.061013e-06
7.3235673904418945,8.061013e-06
7.462777137756348,8.061013e-06
7.587183713912964,8.061013e-06
7.711614370346069,8.061013e-06
7.83601188659668,7.449179e-06
7.9779088497161865,7.449179e-06
8.102547645568848,7.449179e-06
8.225984334945679,7.449179e-06
8.366285800933838,7.449179e-06
8.490644216537476,7.449179e-06
8.613825559616089,7.449179e-06
8.737756967544556,7.449179e-06
8.861281871795654,8.130387e-06
9.030197381973267,8.130387e-06
9.154094696044922,8.130387e-06
9.278151988983154,8.130387e-06
9.4187650680542,8.130387e-06
9.542876958847046,8.130387e-06
9.666161298751831,8.130387e-06
9.789550542831421,8.130387e-06
9.91368317604065,8.460543e-06
10.08336591720581,8.460543e-06
10.207383871078491,8.460543e-06
10.331355810165405,8.460543e-06
10.472224235534668,8.460543e-06
10.596630096435547,8.460543e-06
10.720515012741089,8.460543e-06
10.845113039016724,8.193075e-06
10.98724102973938,8.193075e-06
11.111273765563965,8.193075e-06
11.235117197036743,8.193075e-06
11.375299453735352,8.193075e-06
11.49965500831604,8.193075e-06
11.62415885925293,8.193075e-06
11.748672723770142,8.193075e-06
11.873258590698242,7.689483e-06
12.040366411209106,7.689483e-06
12.16486382484436,7.689483e-06
12.28938341140747,7.689483e-06
12.428726434707642,7.689483e-06
12.553305864334106,7.689483e-06
